u,v,key,geohash,mesafe_km,highway,name,length
959578692,967134295,0,sxk90g,0.2431225645949957,secondary,Zübeyde Hanım Caddesi,109.24029129796997
959578705,959578676,0,sxk90u,0.18941018247207353,secondary,Şükran Çiftliği Sokağı,101.76484390688002
959578732,11889586768,0,sxk90g,0.25977920676637595,trunk,Rauf Orbay Caddesi,191.1229602020044
959578737,959578584,0,sxk90g,0.2663186958581175,secondary,Fişekhane Caddesi,76.61231638841593
959578737,959578696,0,sxk90g,0.2760201866998255,secondary,Fişekhane Caddesi,27.948751428218383
959578766,11889586767,0,sxk90g,0.08599089015035438,trunk,Rauf Orbay Caddesi,59.82212131146837
959578789,959578952,0,sxk90g,0.21862806105845217,primary,,44.91621971686015
959578808,7968198697,0,sxk90g,0.05481515994236853,primary,,8.458629577227128
959578819,959578941,0,sxk90g,0.16668516545125134,primary_link,,30.8211705774652
959578819,959578822,0,sxk90g,0.137922135341984,primary,,61.44647079318729
959578822,11889861380,0,sxk90g,0.04424160426615667,primary,,71.48824007841628
959578844,11889214431,0,sxk90e,0.12494058461047902,trunk,Rauf Orbay Caddesi,892.0454553573919
959578859,8857558134,0,sxk90g,0.0985148159593236,primary,,77.76392424797133
959578875,11889589070,0,sxk90g,0.08366504872345924,trunk,Rauf Orbay Caddesi,60.76166048618479
959578899,620098496,0,sxk90g,0.1437445698430832,trunk_link,,35.75674132241246
959578908,3153018925,0,sxk915,0.1652754854867909,trunk,Kennedy Caddesi,870.2072497483261
959578941,959578789,0,sxk90g,0.18611266783940122,primary,,20.791042801427935
959578952,959578957,0,sxk90g,0.22824320260073117,primary,,28.73142792693496
959578952,11039309419,0,sxk90g,0.27853861025721194,tertiary,,426.71035149599584
959578957,959578819,0,sxk90g,0.20336637419903658,primary,,55.811773296256575
966218396,966218398,0,sxk91h,0.23810492591290777,residential,Yakup Şevki Sokağı,70.66724962513706
966218396,966218404,0,sxk91h,0.16812431005682327,residential,Sami Ayanoğlu Sokağı,10.122349055469337
966218396,966218428,0,sxk91h,0.24665951350802032,residential,Sami Ayanoğlu Sokağı,93.58080675791321
966218398,13736829416,0,sxk91h,0.25738625689089034,residential,Yakup Şevki Sokağı,20.861373107573204
966218398,966218396,0,sxk91h,0.17561796122997855,residential,Yakup Şevki Sokağı,70.66724962513706
966218398,966218426,0,sxk91h,0.27997055510315244,residential,Şehit Er Rıdvan Mert Sokağı,75.98641960580407
966218398,966218430,0,sxk91h,0.21442987838703073,residential,Şehit Er Rıdvan Mert Sokağı,142.55406337456552
966218399,13736829416,0,sxk91h,0.25738625689089034,residential,Yakup Şevki Sokağı,34.9090534173721
966218399,2245070474,0,sxk91h,0.29988544091059666,residential,Hulusi Demirelli Sokağı,54.74755360103134
966218399,966218716,0,sxk91h,0.2499542114009365,residential,Hulusi Demirelli Sokağı,143.2236997161335
966218403,966218404,0,sxk91h,0.16812431005682327,residential,Yakup Şevki Sokağı,71.15626679462815
966218403,966218439,0,sxk91h,0.2198402959752362,tertiary,Park Önü Caddesi,107.89414489167152
966218403,966218543,0,sxk91h,0.05889994331272274,tertiary,Park Önü Caddesi,137.72968925054937
966218404,966218403,0,sxk91h,0.12013281230113627,residential,Yakup Şevki Sokağı,71.15626679462815
966218404,966218396,0,sxk91h,0.17561796122997855,residential,Sami Ayanoğlu Sokağı,10.122349055469337
966218404,966218431,0,sxk91h,0.13736762811634368,residential,Sami Ayanoğlu Sokağı,137.35920749664777
966218408,2382892004,0,sxk91j,0.24115135702255527,tertiary,Koşuyolu Caddesi,43.716761178520706
966218411,966218474,0,sxk91h,0.2662630851057972,residential,Şanlı Asker Sokağı,22.684841901182203
966218412,966218452,0,sxk91h,0.18427107464354825,residential,Ruşen Bey Sokağı,21.375031966551674
966218412,966218451,0,sxk91h,0.20762216124754218,residential,Ruşen Bey Sokağı,38.05034585001139
966218412,966218411,0,sxk91h,0.1948732953972524,residential,Gülbeşeker Sokağı,78.67281080853833
966218413,966218412,0,sxk91h,0.1919462173463061,residential,Gülbeşeker Sokağı,59.46876444106741
966218413,959578631,0,sxk91h,0.12990188562748892,residential,Behire Sokağı,27.087104912992018
966218413,966218460,0,sxk91h,0.15710894272220674,residential,Behire Sokağı,36.80770173536062
966218414,966218454,0,sxk91h,0.11527137807175503,residential,Sefalı Sokağı,36.06717949214963
966218414,966218413,0,sxk91h,0.13894384285575206,residential,Gülbeşeker Sokağı,71.98440825432576
966218420,968172684,0,sxk91j,0.24413371756626048,tertiary,,9.396977209517368
966218420,2245070503,0,sxk91j,0.2666394446891509,tertiary,Koşuyolu Caddesi,51.554384992059155
966218423,2382892008,0,sxk91j,0.2173453354610745,tertiary,Koşuyolu Caddesi,70.88080450775307
966218423,967089832,0,sxk91j,0.20400925071610043,tertiary,,10.632969064729659
966218426,966218398,0,sxk91h,0.23810492591290777,residential,Şehit Er Rıdvan Mert Sokağı,75.98641960580407
966218426,966218428,0,sxk91h,0.26605374285562833,residential,Avcı Sokağı,65.17576236171202
966218428,966218396,0,sxk91h,0.17561796122997855,residential,Sami Ayanoğlu Sokağı,93.58080675791321
966218428,966218439,0,sxk91h,0.2198402959752362,residential,Avcı Sokağı,73.63041990121279
966218428,966218426,0,sxk91h,0.26605374285562833,residential,Avcı Sokağı,65.17576236171202
966218430,13736829420,0,sxk91h,0.24220281380313025,residential,Rıfkı Işık Sokağı,23.760095707064533
966218430,966218398,0,sxk91h,0.21442987838703073,residential,Şehit Er Rıdvan Mert Sokağı,142.55406337456552
966218430,966218431,0,sxk91h,0.16359324730145441,residential,Rıfkı Işık Sokağı,88.49749896518784
966218431,966218404,0,sxk91h,0.13736762811634368,residential,Sami Ayanoğlu Sokağı,137.35920749664777
966218431,966218430,0,sxk91h,0.16359324730145441,residential,Rıfkı Işık Sokağı,88.49749896518784
966218431,13914561026,0,sxk91h,0.12193834852734875,residential,Rıfkı Işık Sokağı,53.11712444628869
966218439,966218472,0,sxk91h,0.26364640624751284,tertiary,Park Önü Caddesi,45.94931497000764
966218439,966218403,0,sxk91h,0.12013281230113627,tertiary,Park Önü Caddesi,107.89414489167152
966218439,966218428,0,sxk91h,0.24665951350802032,residential,Avcı Sokağı,73.63041990121279
966218440,966218449,0,sxk91h,0.27752265920791797,residential,Ruşen Bey Sokağı,124.7554169803507
966218449,966218450,0,sxk91h,0.22441692292609142,residential,Ruşen Bey Sokağı,42.22769484810907
966218449,966218440,0,sxk91h,0.27752265920791797,residential,Ruşen Bey Sokağı,124.75541698035069
966218449,966218475,0,sxk91h,0.2623454236936823,tertiary,Terakki Caddesi,67.79554477109863
966218449,966218462,0,sxk91h,0.24329966099449601,tertiary,Terakki Caddesi,58.18122015265141
966218450,966218451,0,sxk91h,0.20762216124754218,residential,Ruşen Bey Sokağı,31.03504679338891
966218450,966218449,0,sxk91h,0.2525377191015959,residential,Ruşen Bey Sokağı,42.22769484810907
966218450,966218463,0,sxk91h,0.2847022558045019,residential,Avniye Sokağı,73.05867430743757
966218450,966218461,0,sxk91h,0.18309447894123293,residential,Avniye Sokağı,58.06254884827833
966218451,966218412,0,sxk91h,0.1919462173463061,residential,Ruşen Bey Sokağı,38.05034585001139
966218451,966218450,0,sxk91h,0.22441692292609142,residential,Ruşen Bey Sokağı,31.03504679338891
966218451,966218460,0,sxk91h,0.16056579420368589,residential,Filiz Sokağı,58.662497105659035
966218451,959578608,0,sxk91h,0.27488949030120496,residential,Filiz Sokağı,75.68304332058332
966218452,966218412,0,sxk91h,0.1919462173463061,residential,Ruşen Bey Sokağı,21.375031966551674
966218452,959578631,0,sxk91h,0.12990188562748892,residential,Kartaltepe Caddesi,55.81046654655476
966218453,966218414,0,sxk91h,0.08398652673403255,residential,Sefalı Sokağı,31.479690462090677
966218454,966218460,0,sxk91h,0.16056579420368589,residential,Filiz Sokağı,72.73367658547859
966218454,959578620,0,sxk91h,0.1139456026117486,residential,Filiz Sokağı,152.0054408911619
966218455,966218461,0,sxk91h,0.18309447894123293,residential,Avniye Sokağı,67.6103795149862
966218455,966218454,0,sxk91h,0.11768046597616943,residential,Sefalı Sokağı,34.27315298475441
966218459,966218627,0,sxk91h,0.20165028248060557,tertiary,Teyyareci Hayrettin Sokağı,4.328583543907197
966218459,966218455,0,sxk91h,0.1852767283324833,residential,Sefalı Sokağı,69.84832436978007
966218460,966218454,0,sxk91h,0.11527137807175503,residential,Filiz Sokağı,72.73367658547859
966218460,966218451,0,sxk91h,0.20762216124754218,residential,Filiz Sokağı,58.662497105659035
966218460,966218413,0,sxk91h,0.15710894272220674,residential,Behire Sokağı,36.80770173536062
966218460,966218461,0,sxk91h,0.161786298346469,residential,Behire Sokağı,31.619242185026767
966218461,966218462,0,sxk91h,0.21576480832272069,residential,Behire Sokağı,40.8021776804366
966218461,966218455,0,sxk91h,0.14880679729075943,residential,Avniye Sokağı,67.6103795149862
966218461,966218450,0,sxk91h,0.22441692292609142,residential,Avniye Sokağı,58.06254884827833
966218461,966218460,0,sxk91h,0.161786298346469,residential,Behire Sokağı,31.619242185026767
966218462,966218627,0,sxk91h,0.20165028248060557,tertiary,Terakki Caddesi,28.61836396514573
966218462,966218461,0,sxk91h,0.18309447894123293,residential,Behire Sokağı,40.8021776804366
966218462,966218449,0,sxk91h,0.24329966099449601,tertiary,Terakki Caddesi,58.18122015265141
966218463,966218464,0,sxk91h,0.29374848864072683,residential,Avniye Sokağı,10.288001147512526
966218463,966218450,0,sxk91h,0.22441692292609142,residential,Avniye Sokağı,73.05867430743757
966218463,959578608,0,sxk91h,0.27488949030120496,residential,Şanlı Asker Sokağı,30.494367083534655
966218464,966218463,0,sxk91h,0.2847022558045019,residential,Avniye Sokağı,10.288001147512526
966218465,966218466,0,sxk91h,0.21514823585378662,residential,Muhtar Tahsin Sokağı,36.542511333350724
966218465,966218491,0,sxk91h,0.152359521952279,residential,Huban Sokağı,64.09102385266823
966218465,966218564,0,sxk91h,0.2557947509682375,residential,Huban Sokağı,42.13588710675399
966218466,966218467,0,sxk91h,0.22382526206026146,residential,Muhtar Tahsin Sokağı,45.78159177684412
966218466,966218465,0,sxk91h,0.21568250783456788,residential,Muhtar Tahsin Sokağı,36.542511333350724
966218466,966218468,0,sxk91h,0.1524418891923156,residential,Aralık Sokağı,62.95840327879639
966218467,966218466,0,sxk91h,0.21514823585378662,residential,Muhtar Tahsin Sokağı,45.78159177684412
966218467,966218492,0,sxk91h,0.16211868167403412,tertiary,Mektep Arkası Sokağı,64.03804338166775
966218467,966218550,0,sxk91h,0.2610547765842009,tertiary,Mektep Arkası Sokağı,40.03291804940697
966218468,966218466,0,sxk91h,0.21514823585378662,residential,Aralık Sokağı,62.95840327879639
966218468,966218492,0,sxk91h,0.16211868167403412,residential,Mektep Yolu Sokağı,43.17798016726143
966218468,966218491,0,sxk91h,0.152359521952279,residential,Mektep Yolu Sokağı,37.00547772413458
966218470,966218464,0,sxk91h,0.29374848864072683,residential,Şanlı Asker Sokağı,29.157126465041014
966218470,959578608,0,sxk91h,0.27488949030120496,residential,Buhar Sokak,11.096337858320492
966218470,959578607,0,sxk91j,0.21220808707088384,residential,Buhar Sokak,119.50071440029929
966218471,966218474,0,sxk91h,0.2654377136864925,residential,Koşuyolu Caddesi,14.152922039633461
966218471,966218470,0,sxk91h,0.2787112329921692,residential,Şanlı Asker Sokağı,61.3034279422062
966218472,966218439,0,sxk91h,0.2198402959752362,tertiary,Park Önü Caddesi,45.94931497000764
966218472,13881850738,0,sxk91h,0.27449962927499905,tertiary,Koşuyolu Caddesi,11.052006782190293
966218474,966218452,0,sxk91h,0.18427107464354825,residential,Kartaltepe Caddesi,82.60730083471873
966218474,966218472,0,sxk91h,0.26364640624751284,residential,Şanlı Asker Sokağı,23.787761403359738
966218475,966218463,0,sxk91h,0.2847022558045019,residential,Şanlı Asker Sokağı,56.50422610921366
966218475,966218449,0,sxk91h,0.2623454236936823,tertiary,Terakki Caddesi,67.79554477109863
966218476,966218548,0,sxk91j,0.21370929930017468,tertiary,,7.626887990925299
966218477,959578607,0,sxk91j,0.21220808707088384,tertiary,Yeni Caddesi,98.67613697448085
966218477,968172991,0,sxk91j,0.29072171151112436,tertiary,Terakki Caddesi,36.84551854184575
966218477,968172763,0,sxk91j,0.22890674164354086,tertiary,Terakki Caddesi,108.33287082262994
966218478,966218568,0,sxk915,0.20689447557796678,trunk,Kennedy Caddesi,408.0623703840647
966218486,966218489,0,sxk91h,0.23091494279459296,residential,Yanık Ses Sokağı,210.75254548594364
966218489,966218543,0,sxk91h,0.11055922099115191,tertiary,Hazırlık Sokağı,128.45038595408926
966218491,966218468,0,sxk91h,0.1524418891923156,residential,Mektep Yolu Sokağı,37.00547772413458
966218491,966218465,0,sxk91h,0.21568250783456788,residential,Huban Sokağı,64.09102385266823
966218491,966218563,0,sxk91h,0.08915361263304201,residential,Huban Sokağı,64.55717898008959
966218492,966218468,0,sxk91h,0.1524418891923156,residential,Mektep Yolu Sokağı,43.17798016726143
966218492,966218467,0,sxk91h,0.22382526206026146,tertiary,Mektep Arkası Sokağı,64.03804338166775
966218492,966218737,0,sxk91h,0.10560476016668198,tertiary,Mektep Arkası Sokağı,70.12083437947153
966218493,966218494,0,sxk915,0.22049494165921976,residential,Allale Sokağı,141.7681014767001
966218494,966218493,0,sxk915,0.11067812668694092,residential,Allale Sokağı,141.7681014767001
966218494,966218526,0,sxk915,0.24791923414265513,residential,Beyaz Zambak Sokağı,54.49751239348023
966218495,959578503,0,sxk915,0.15104702625544456,residential,Küçük Yalı Sokağı,118.29054283633548
966218498,959578414,0,sxk915,0.10392701134167193,residential,Muhtar Halit Kral Sokağı,18.85123653556625
966218498,959578412,0,sxk915,0.12333867287705211,residential,Muhtar Halit Kral Sokağı,57.54876291371741
966218498,966218499,0,sxk915,0.038694782844131206,residential,Asmalı Sakız Sokağı,68.05289447536266
966218499,966218500,0,sxk915,0.03692658574124498,residential,Asmalı Sakız Sokağı,59.812418386151265
966218499,966218523,0,sxk915,0.08573116373703152,residential,Banyolar Sokağı,57.68634520634295
966218499,959578505,0,sxk915,0.04687751067730274,residential,Banyolar Sokağı,56.89240691735763
966218500,966218501,0,sxk915,0.0865986921142192,residential,Asmalı Sakız Sokağı,53.718328777460655
966218500,966218566,0,sxk915,0.04333461159713489,tertiary,İskele Caddesi,56.13076483728725
966218500,959578565,0,sxk915,0.08311334449018541,tertiary,İskele Caddesi,55.8955826264509
966218501,966218502,0,sxk915,0.13010610227008745,residential,Asmalı Sakız Sokağı,44.098415160904615
966218501,966218514,0,sxk915,0.14066387299910266,residential,Muharrir Ahmet Rasim Sokağı,147.5137663108989
966218502,966218503,0,sxk915,0.1531731970208177,residential,Revnaklı Sokağı,57.784646157737114
966218502,959578503,0,sxk915,0.12455453608010897,residential,Revnaklı Sokağı,58.13824737724394
966218502,966218495,0,sxk915,0.20343997710504785,residential,"['Asmalı Sakız Sokağı', 'Yetim Kız Sokağı']",165.0309903160715
966218503,966218502,0,sxk915,0.13010610227008745,residential,Revnaklı Sokağı,57.784646157737114
966218504,966218530,0,sxk915,0.16367355184470303,residential,Rüya Sokağı,24.961740357913243
966218505,966218507,0,sxk915,0.2853760401028424,residential,Yurt Sahibi Sokağı,94.59138610089693
966218507,966218554,0,sxk915,0.23572008244073064,residential,Şinasi Gürünlü Sokağı,31.551517970215553
966218507,966218505,0,sxk915,0.2853760401028424,residential,Yurt Sahibi Sokağı,94.59138610089693
966218508,966218549,0,sxk915,0.2822127244374901,secondary,İstanbul Caddesi,25.796154858248634
966218508,966218509,0,sxk915,0.2691111507900832,residential,Muharrir Ahmet Rasim Sokağı,81.26005074782246
966218509,966218510,0,sxk915,0.12240318908014863,residential,Muharrir Ahmet Rasim Sokağı,88.2876720456169
966218509,966218556,0,sxk915,0.18234796459127417,residential,Beyaz Güvercin Sokağı,56.2107428616148
966218510,966218511,0,sxk915,0.0896811481182798,residential,Muharrir Ahmet Rasim Sokağı,55.99898216830472
966218510,966218504,0,sxk915,0.14320925820149052,residential,Rüya Sokağı,28.942335662114914
966218511,966218501,0,sxk915,0.0865986921142192,residential,Muharrir Ahmet Rasim Sokağı,57.59733411343511
966218511,959578503,0,sxk915,0.12455453608010897,residential,Küçük Yalı Sokağı,36.34691208136569
966218511,966218566,0,sxk915,0.06775231485220386,residential,Küçük Yalı Sokağı,54.384799186816444
966218514,959578565,0,sxk915,0.08311334449018541,tertiary,İskele Caddesi,35.636172087924706
966218516,966218528,0,sxk915,0.09376537055142196,residential,Rüya Sokağı,62.342432945715004
966218516,959578505,0,sxk915,0.06067174314500193,residential,Kırmızı Şebboy Sokağı,58.807744650568765
966218521,966218523,0,sxk915,0.08573116373703152,residential,Banyolar Sokağı,75.06822910141997
966218523,966218521,0,sxk915,0.15813013889693417,residential,Banyolar Sokağı,75.06822910141997
966218523,966218499,0,sxk915,0.038694782844131206,residential,Banyolar Sokağı,57.68634520634295
966218523,959578412,0,sxk915,0.12333867287705211,residential,Şehit Nusret Sokağı,61.166386493995056
966218526,959578491,0,sxk915,0.29821348775435513,residential,Mor Sümbül Sokağı,65.14149939774494
966218528,966218516,0,sxk915,0.09947844246823714,residential,Rüya Sokağı,62.342432945715004
966218528,966218510,0,sxk915,0.12240318908014863,residential,Rüya Sokağı,55.44031628551954
966218528,966218556,0,sxk915,0.18234796459127417,tertiary,İskele Caddesi,90.72239476485606
966218530,966218553,0,sxk915,0.21787752144067507,residential,Şinasi Gürünlü Sokağı,66.00378734445202
966218530,966218534,0,sxk915,0.25719852441371416,residential,Rüya Sokağı,143.6069778790154
966218534,966218495,0,sxk915,0.2927895399726766,residential,"['Heyet Sokağı', 'Küçük Yalı Sokağı']",78.35721304704313
966218543,966218403,0,sxk91h,0.05889994331272274,tertiary,Park Önü Caddesi,137.72968925054937
966218543,966218737,0,sxk91h,0.07024577318708469,tertiary,,49.83839721640745
966218547,966218471,0,sxk91h,0.27814637900186,residential,Koşuyolu Caddesi,34.21750530189648
966218547,966218408,0,sxk91j,0.2796922086317042,tertiary,Koşuyolu Caddesi,24.802596523723793
966218548,2382892004,0,sxk91j,0.24115135702255527,tertiary,Koşuyolu Caddesi,29.096397204911373
966218548,967089806,0,sxk91j,0.21557913991986327,tertiary,,7.867152708860704
966218549,966218550,0,sxk91h,0.2628398397768013,tertiary,Mektep Arkası Sokağı,92.93097573650562
966218550,966218549,0,sxk915,0.2822127244374901,tertiary,Mektep Arkası Sokağı,92.93097573650562
966218550,966218564,0,sxk91h,0.25749181022103484,residential,Reyhan Sokağı,83.12666664641488
966218550,966218467,0,sxk91h,0.2610547765842009,tertiary,Mektep Arkası Sokağı,40.03291804940697
966218550,966218581,0,sxk91h,0.29637683283144794,residential,Reyhan Sokağı,93.57822261080337
966218553,966218554,0,sxk915,0.23572008244073064,residential,Şinasi Gürünlü Sokağı,23.050754613622903
966218553,966218530,0,sxk915,0.16367355184470303,residential,Şinasi Gürünlü Sokağı,66.00378734445202
966218554,966218507,0,sxk915,0.26110585511451545,residential,Şinasi Gürünlü Sokağı,31.551517970215553
966218554,966218553,0,sxk915,0.21787752144067507,residential,Şinasi Gürünlü Sokağı,23.050754613622903
966218554,966218509,0,sxk915,0.19667151723087048,residential,Beyaz Güvercin Sokağı,73.77987587053806
966218556,966218528,0,sxk915,0.09376537055142196,tertiary,İskele Caddesi,90.72239476485606
966218556,2382094023,0,sxk915,0.1823583620814999,residential,Beyaz Güvercin Sokağı,65.26878029483389
966218556,966218565,0,sxk915,0.2582114957332297,tertiary,İskele Caddesi,79.95528375590925
966218558,966218565,0,sxk915,0.261646847570123,secondary,İstanbul Caddesi,50.93443737543448
966218558,2382094022,0,sxk915,0.20615791206895748,residential,"['Kırmızı Şebboy Sokağı', 'Beyaz Zambak Sokağı']",78.41586602933947
966218559,2246164862,0,sxk91h,0.28270466766360475,residential,Reyhan Sokağı,41.70673941131619
966218559,966218558,0,sxk915,0.264423589077092,residential,Niyazi Bey Sokağı,89.01113703028703
966218561,2246164959,0,sxk91h,0.17690356350411518,residential,İmren Sokağı,45.40411166935656
966218561,966218559,0,sxk91h,0.2666768993596896,residential,Niyazi Bey Sokağı,124.40955025735104
966218562,2246164959,0,sxk91h,0.17690356350411518,residential,İmren Sokağı,43.337124290692806
966218562,959578420,0,sxk91h,0.17680826067284608,living_street,Hamam Sokağı,40.187574627553246
966218563,966218491,0,sxk91h,0.152359521952279,residential,Huban Sokağı,64.55717898008959
966218563,966218622,0,sxk91h,0.2152385844860612,residential,Hatboyu Çıkışı Sokağı,328.41057724763743
966218564,966218565,0,sxk915,0.261646847570123,residential,Huban Sokağı,91.15592012052682
966218564,966218559,0,sxk91h,0.2687898157235833,residential,Reyhan Sokağı,51.0661530270869
966218564,966218465,0,sxk91h,0.2557947509682375,residential,Huban Sokağı,42.13588710675399
966218565,966218564,0,sxk91h,0.25749181022103484,residential,Huban Sokağı,91.15592012052682
966218565,966218508,0,sxk915,0.2728448516356604,secondary,İstanbul Caddesi,57.213880867807006
966218565,966218556,0,sxk915,0.2582114957332297,tertiary,İskele Caddesi,79.95528375590925
966218566,959578505,0,sxk915,0.04687751067730274,residential,Kartopu Sokağı,59.00996494720628
966218566,966218528,0,sxk915,0.09376537055142196,tertiary,İskele Caddesi,56.78608376235492
966218566,966218511,0,sxk915,0.06775231485220386,residential,Küçük Yalı Sokağı,54.384799186816444
966218568,966218514,0,sxk915,0.1388482850237797,tertiary,İskele Caddesi,35.271120845809044
966218568,8859366358,1,sxk915,0.24338015596740878,busway,,314.63806857903876
966218581,966218489,0,sxk91h,0.29600005823386094,tertiary,Hazırlık Sokağı,114.1025131150553
966218581,966218550,0,sxk91h,0.29637683283144794,residential,Reyhan Sokağı,93.57822261080337
966218582,966218562,0,sxk91h,0.26843458740281595,residential,Hamam Sokağı,123.49664533629826
966218627,966218462,0,sxk91h,0.21576480832272069,tertiary,Terakki Caddesi,28.61836396514573
966218637,966218553,0,sxk915,0.23773062456820776,residential,Taşhan Caddesi,110.89536681407725
966218716,13736829420,0,sxk91h,0.24220281380313025,residential,Rıfkı Işık Sokağı,7.081535762441973
966218716,966218399,0,sxk91h,0.26662762176072197,residential,Hulusi Demirelli Sokağı,143.22369971613352
966218716,2382891970,0,sxk91h,0.2681877987235156,living_street,Rıfkı Işık Sokağı,50.34959690278594
966218737,966218492,0,sxk91h,0.11813461922126511,tertiary,Mektep Arkası Sokağı,70.12083437947153
967089806,967089808,0,sxk91j,0.21338467855504353,tertiary,,3.044913719635686
967089808,966218423,0,sxk91j,0.21144059230961948,tertiary,,2.8179113187759066
967089808,967089844,0,sxk91j,0.2527658760264304,residential,Alemdar Sokağı,190.41695555792762
967089832,967089837,0,sxk91j,0.19815837676371414,tertiary,,9.316247916401256
967089837,968172769,0,sxk91j,0.09728295067872217,residential,Buhar Sokak,101.96935381210038
967089837,2382892007,0,sxk91j,0.19864626350712905,tertiary,,1.1459062644095979
967089844,967089808,0,sxk91j,0.2357281065965722,residential,Alemdar Sokağı,190.41695555792762
967089934,968173029,0,sxk91j,0.2739306722185263,tertiary,Koşuyolu Caddesi,122.0275134307238
967089934,968172101,0,sxk91j,0.2925123111023725,residential,Talat Artemel Sokağı,133.74010055775506
967090114,968158146,0,sxk91q,0.11638617933750463,primary,Ekrem Kurt Bulvarı,534.5907597768015
967133929,11889589107,0,sxk91k,0.2001853261105638,trunk_link,,473.60034590521883
967134029,7968198693,0,sxk90g,0.2265100453134308,secondary,Ali Rıza Efendi Caddesi,246.57304357608072
967134063,7968198693,0,sxk90g,0.1155505914973282,secondary,Ali Rıza Efendi Caddesi,13.642367224786511
967134077,967134089,0,sxk90g,0.10217499417779616,primary_link,Ali Rıza Efendi Caddesi,14.602826917466723
967134077,7968198696,0,sxk90g,0.10888354684406851,primary,Strasburg Caddesi,35.336769169469925
967134089,967134105,0,sxk90g,0.06995220213365963,primary,,32.420436501626334
967134089,967134063,0,sxk90g,0.1053331404572145,secondary,Ali Rıza Efendi Caddesi,20.135149980681447
967134105,11889861379,0,sxk90g,0.06026018913869534,primary,,9.828057161707614
967134196,8857558117,0,sxk90g,0.14755065928232353,secondary_link,,7.018222530347608
967134196,967134364,0,sxk90g,0.14738585717128325,secondary,Zübeyde Hanım Caddesi,67.14554964123505
967134295,8857558117,0,sxk90g,0.18380757162686798,secondary,Zübeyde Hanım Caddesi,81.22172927573155
967134311,967134312,0,sxk90g,0.12013452617277634,secondary,Zübeyde Hanım Caddesi,9.563544820380955
967134312,967134196,0,sxk90g,0.12965286167331536,secondary,Zübeyde Hanım Caddesi,39.632281046128895
967134312,967134470,0,sxk90g,0.09621226926468601,secondary,Zübeyde Hanım Caddesi,70.42043360217056
967134323,8857549277,0,sxk90g,0.2604381863207883,secondary_link,,16.247991928954914
967134323,11905082898,0,sxk90g,0.26159156961014685,secondary,Zübeyde Hanım Caddesi,18.443039007381316
967134347,967134352,0,sxk90g,0.2848080522329294,secondary,Zübeyde Hanım Caddesi,209.19430612586385
967134352,8857549308,0,sxk90g,0.21886747871333104,secondary_link,,28.067936801320613
967134352,967134356,0,sxk90g,0.22642477770286817,secondary_link,,33.887234407353475
967134356,967134323,0,sxk90g,0.25293288870227093,secondary,Zübeyde Hanım Caddesi,37.31258662898497
967134364,967134374,0,sxk90g,0.2316932877075457,secondary,Zübeyde Hanım Caddesi,255.2288441667874
967134364,8857549308,0,sxk90g,0.2061764957901024,secondary,Zübeyde Hanım Caddesi,21.88255535047387
967134470,7968198696,0,sxk90g,0.11410521067020073,primary_link,,62.09394550030627
967134470,967134312,0,sxk90g,0.09621226926468601,secondary,Zübeyde Hanım Caddesi,70.42043360217056
967134470,967134077,0,sxk90g,0.09643838665314292,secondary,Zübeyde Hanım Caddesi,40.03876652909666
968158041,968158046,0,sxk91q,0.198853624164901,primary,,113.56923870892714
968158041,968158143,0,sxk91q,0.17374916661454196,primary_link,,18.229063737314988
968158046,3283907246,0,sxk91q,0.2962578278617276,primary,Çobançeşme Koşuyolu Bulvarı,19.347031036467673
968158053,968158061,0,sxk91q,0.2637353752455651,primary,Fikret Yüzatlı Caddesi,140.6690479350572
968158061,968158041,0,sxk91q,0.17497120606290986,primary,,181.19715805409118
968158061,968158053,0,sxk91q,0.2911767548727745,primary,Fikret Yüzatlı Caddesi,140.6690479350572
968158061,13370167352,0,sxk91r,0.23519994887836618,unclassified,,714.3247036463781
968158113,968158203,0,sxk91n,0.1560117562856291,residential,Köy Altı Sokağı,48.44034335074586
968158117,968158125,0,sxk91n,0.2612308136269455,residential,Köy Altı Sokağı,138.23480463297003
968158117,968158203,0,sxk91n,0.1955760756695016,residential,Köy Altı Sokağı,81.67041169960257
968158117,968158131,0,sxk91n,0.20241273430365286,residential,Seyfi Bey Sokağı,94.11569256034143
968158117,968158127,0,sxk91n,0.25600313390956775,residential,Seyfi Bey Sokağı,90.95604424394753
968158125,968158117,0,sxk91n,0.2612308136269455,residential,Köy Altı Sokağı,138.23480463297005
968158127,968158117,0,sxk91n,0.2512496842885796,residential,Seyfi Bey Sokağı,90.95604424394753
968158127,968158670,0,sxk91n,0.2884017036279369,residential,,33.08518921041461
968158127,968158205,0,sxk91n,0.2154765749029958,residential,,125.59504213802721
968158131,968158117,0,sxk91n,0.20575877983542826,residential,Seyfi Bey Sokağı,94.11569256034144
968158131,968158233,0,sxk91n,0.1366296074100694,residential,Sugözü Sokağı,103.24548066678588
968158131,6367407127,0,sxk91n,0.29151676374835905,residential,Sugözü Sokağı,118.93027096069164
968158134,968158137,0,sxk91n,0.24017512025931387,residential,,106.6949356189578
968158137,958702760,0,sxk91n,0.23450829514894456,tertiary,Tez Sokağı,19.870716802730996
968158137,968158134,0,sxk91n,0.24017512025931387,residential,,106.6949356189578
968158137,6367407127,0,sxk91n,0.2940614371506915,tertiary,Tez Sokağı,104.6853417305563
