u,v,key,name,highway,length
967134077,967134089,0,Ali Rıza Efendi Caddesi,primary_link,14.602826917466723
967134077,7968198696,0,Strasburg Caddesi,primary,35.336769169469925
967134089,967134105,0,,primary,32.420436501626334
967134089,967134063,0,Ali Rıza Efendi Caddesi,secondary,20.135149980681447
967134105,11889861379,0,,primary,9.828057161707614
967134196,8857558117,0,,secondary_link,7.018222530347608
967134196,967134364,0,Zübeyde Hanım Caddesi,secondary,67.14554964123505
967134295,8857558117,0,Zübeyde Hanım Caddesi,secondary,81.22172927573155
967134311,967134312,0,Zübeyde Hanım Caddesi,secondary,9.563544820380955
967134312,967134196,0,Zübeyde Hanım Caddesi,secondary,39.632281046128895
967134312,967134470,0,Zübeyde Hanım Caddesi,secondary,70.42043360217056
967134323,8857549277,0,,secondary_link,16.247991928954914
967134323,11905082898,0,Zübeyde Hanım Caddesi,secondary,18.443039007381316
967134344,8857549298,0,Zübeyde Hanım Caddesi,secondary,44.34521427631552
967134344,959578460,0,Halit Ziya Uşaklıgil Caddesi,secondary,7.675808205601931
967134347,967134374,0,,secondary_link,4.781350440282518
967134347,967134352,0,Zübeyde Hanım Caddesi,secondary,209.19430612586385
967134352,8857549308,0,,secondary_link,28.067936801320613
967134352,967134356,0,,secondary_link,33.887234407353475
967134356,967134323,0,Zübeyde Hanım Caddesi,secondary,37.31258662898497
967134364,967134374,0,Zübeyde Hanım Caddesi,secondary,255.2288441667874
967134364,8857549308,0,Zübeyde Hanım Caddesi,secondary,21.88255535047387
967134374,967134347,0,,secondary_link,4.781350440282518
967134374,967134380,0,Zübeyde Hanım Caddesi,secondary,37.1918197545939
967134380,959578460,0,Zübeyde Hanım Caddesi,secondary,45.17441004086296
967134380,8857549298,0,,secondary_link,5.8993466858673544
967134470,7968198696,0,,primary_link,62.09394550030627
967134470,967134312,0,Zübeyde Hanım Caddesi,secondary,70.42043360217056
967134470,967134077,0,Zübeyde Hanım Caddesi,secondary,40.03876652909666
967134529,2246163915,0,,residential,24.799050225499727
967135035,959578908,0,,tertiary,14.360694794573764
967135035,12569484127,0,,tertiary,26.547263193124966
967135055,12569484124,0,,tertiary,24.30447332089804
967135255,2246163990,0,,residential,79.13736811564937
967135255,2246164062,0,,residential,94.88252448901034
967135255,2246163915,0,,residential,111.88273214322173
967135259,967135261,0,,unclassified,24.385566221380707
967135259,11215618679,0,,unclassified,25.228122018823594
967135259,2246164062,0,,residential,55.017364997762286
967135261,967135259,0,,unclassified,24.385566221380707
967135261,2382917903,0,,unclassified,7.455487190217802
967135264,967135261,0,,unclassified,16.518000230437217
967135264,967135266,0,,residential,75.97761212578135
967135266,967135055,0,,residential,43.492860781111645
967135266,967135264,0,,residential,75.97761212578135
968158041,968158046,0,,primary,113.56923870892714
968158041,968158143,0,,primary_link,18.229063737314988
968158046,3283907246,0,Çobançeşme Koşuyolu Bulvarı,primary,19.347031036467673
968158053,968158061,0,Fikret Yüzatlı Caddesi,primary,140.6690479350572
968158061,968158041,0,,primary,181.19715805409118
968158061,968158053,0,Fikret Yüzatlı Caddesi,primary,140.6690479350572
968158061,13370167352,0,,unclassified,714.3247036463781
968158074,918481933,0,Çobançeşme Koşuyolu Bulvarı,primary,68.56937721450758
968158113,968158203,0,Köy Altı Sokağı,residential,48.44034335074586
968158117,968158125,0,Köy Altı Sokağı,residential,138.23480463297003
968158117,968158203,0,Köy Altı Sokağı,residential,81.67041169960257
968158117,968158131,0,Seyfi Bey Sokağı,residential,94.11569256034143
968158117,968158127,0,Seyfi Bey Sokağı,residential,90.95604424394753
968158125,6367407127,0,Tez Sokağı,tertiary,10.919493583920717
968158125,968172593,0,Tez Sokağı,tertiary,45.622281655004976
968158125,968158117,0,Köy Altı Sokağı,residential,138.23480463297005
968158127,968158117,0,Seyfi Bey Sokağı,residential,90.95604424394753
968158127,968158670,0,,residential,33.08518921041461
968158127,968158205,0,,residential,125.59504213802721
968158131,968158117,0,Seyfi Bey Sokağı,residential,94.11569256034144
968158131,968158233,0,Sugözü Sokağı,residential,103.24548066678588
968158131,6367407127,0,Sugözü Sokağı,residential,118.93027096069164
968158134,968158137,0,,residential,106.6949356189578
968158137,968172551,0,,residential,61.31681325759835
968158137,958702760,0,Tez Sokağı,tertiary,19.870716802730996
968158137,968158134,0,,residential,106.6949356189578
968158137,6367407127,0,Tez Sokağı,tertiary,104.6853417305563
968158139,11826403694,0,Ekrem Kurt Bulvarı,primary,12.898607162454903
968158139,11826403701,0,,primary,85.04528116671833
968158143,968158144,0,,primary,43.13597236736595
968158144,968158061,0,,primary,140.9821386123153
968158146,11826403701,0,Ekrem Kurt Bulvarı,primary,66.31187464431017
968158146,968158144,0,,primary_link,109.05225611323735
968158167,968158173,0,Osmaniye Yolu Çıkmazı Sokağı,residential,100.1587485480873
968158173,968158167,0,Osmaniye Yolu Çıkmazı Sokağı,residential,100.1587485480873
968158173,4586888655,0,Suna Sokağı,residential,28.696683437656464
968158173,968158288,0,Suna Sokağı,residential,110.79015534015481
968158182,968158244,0,Fabrikalar Sokağı,unclassified,98.8812820873898
968158182,968158193,0,,residential,146.74970978334073
968158182,968158205,0,Fabrikalar Sokağı,unclassified,29.291512521372265
968158193,968158182,0,,residential,146.74970978334073
968158193,968158330,0,Fabrikalar Caddesi,residential,60.03773500429504
968158193,968158736,0,Fabrikalar Caddesi,residential,42.273229066759576
968158203,968158113,0,Köy Altı Sokağı,residential,48.44034335074586
968158203,968158205,0,Şengül Sokağı,residential,24.00497880316722
968158203,968158117,0,Köy Altı Sokağı,residential,81.67041169960257
968158203,968158233,0,Şengül Sokağı,residential,93.45288244364033
968158205,968158203,0,Şengül Sokağı,residential,24.00497880316722
968158205,968158182,0,Fabrikalar Sokağı,unclassified,29.291512521372265
968158205,968158127,0,,residential,125.59504213802722
968158211,958405623,0,Mine Sokağı,residential,38.11027091378436
968158211,2381936227,0,Şirin Sokağı,residential,65.74439780475
968158221,968158318,0,Cemiyet Sokağı,residential,25.335016751522293
968158221,968158222,0,Evlek Sokağı,residential,97.74493050998001
968158222,968158451,0,Cami Sokağı,residential,59.47265575395424
968158222,968158426,0,Cami Sokağı,residential,43.79191825730307
968158222,968158221,0,Evlek Sokağı,residential,97.74493050998001
968158233,968158203,0,Şengül Sokağı,residential,93.45288244364033
968158233,13736826260,0,Sugözü Sokağı,residential,89.08889040345358
968158233,968158131,0,Sugözü Sokağı,residential,103.24548066678588
968158241,968158288,0,Suna Sokağı,residential,10.330248157208986
968158241,958405450,0,Mescit Sokağı,residential,96.0920622248629
968158241,968158276,0,Suna Sokağı,residential,170.93527371759043
968158244,968158182,0,Fabrikalar Sokağı,unclassified,98.8812820873898
968158244,958405450,0,Yeşilsu Sokağı,residential,42.96301341420865
968158244,968158250,0,Yeşilsu Sokağı,residential,184.42123012010669
968158250,968158736,0,Fabrikalar Caddesi,residential,16.314004270029088
968158250,968158244,0,Yeşilsu Sokağı,residential,184.4212301201067
968158250,968158733,0,Fabrikalar Caddesi,residential,29.722845462738697
968158261,968158267,0,,residential,45.30753329223852
968158267,968158261,0,,residential,45.307533292238524
968158267,968158637,0,Aralık Başı Sokağı,residential,59.20156077297432
968158267,968158642,0,Aralık Başı Sokağı,residential,94.10459278563758
968158268,968158270,0,,residential,52.96975759754193
968158270,968158268,0,,residential,52.96975759754193
968158270,968158733,0,,tertiary,151.4561095179027
968158270,968158646,0,,tertiary,46.03070932878832
968158276,968158241,0,Suna Sokağı,residential,170.9352737175904
968158276,968158733,0,Suna Sokağı,residential,110.27149796980703
968158282,968158276,0,İncirli Çıkmazı,residential,137.29997816130825
968158282,12242082786,0,İsmail Erez Bulvarı,tertiary,98.98584555919302
968158288,968158241,0,Suna Sokağı,residential,10.330248157208986
968158288,968158173,0,Suna Sokağı,residential,110.79015534015483
968158295,968158302,0,,residential,155.49505859164103
968158302,968158304,0,,residential,166.08789827520093
968158302,968158295,0,,residential,155.49505859164103
968158302,968158308,0,,residential,85.82486119188724
968158304,968158378,0,,residential,62.4469653173284
968158304,968158302,0,,residential,166.08789827520093
968158304,968158364,0,,residential,123.25987227966368
968158308,968158302,0,,residential,85.82486119188724
968158308,968158622,0,,residential,68.48966325337987
968158310,968158769,0,,tertiary,18.923757217657183
968158310,968158441,0,,tertiary,32.09068278862927
968158311,2368203154,0,Osmaniye Mektebi Sokağı,residential,107.82314542749313
968158311,968158448,0,,residential,42.132884614512086
968158311,968158439,0,,residential,45.606433319883614
968158312,968158311,0,Osmaniye Mektebi Sokağı,residential,121.62454220637753
968158312,968158449,0,,residential,34.16117212043017
968158314,968158221,0,Cemiyet Sokağı,residential,66.6848031200646
968158314,968158451,0,,residential,109.83547507942198
968158314,968158670,0,,residential,65.72779496290869
968158318,968158321,0,Cemiyet Sokağı,residential,116.16626696537264
968158318,968158330,0,Bildik Sokağı,residential,119.85026293567532
968158321,968158642,0,,residential,20.889170466437083
968158321,968158325,0,Cemiyet Sokağı,residential,137.1054227001406
968158325,968158637,0,,residential,91.28563812697642
968158325,968158448,0,,residential,40.99824061220372
968158325,968158328,0,Cemiyet Sokağı,residential,95.42897909205048
968158328,968158716,0,,tertiary,50.859674926510095
968158328,968158446,0,,tertiary,43.31949214825542
968158330,968158318,0,Bildik Sokağı,residential,119.85026293567532
968158330,968158670,0,Fabrikalar Caddesi,residential,92.97312918821792
968158330,968158193,0,Fabrikalar Caddesi,residential,60.03773500429503
968158344,968158348,0,Pulluk Sokağı,residential,143.25080937895353
968158344,968158411,0,,residential,47.112313704433674
968158348,968158421,0,,residential,44.86632520381942
968158348,968158344,0,Pulluk Sokağı,residential,143.25080937895353
968158348,968158424,0,,residential,58.13803597850516
968158354,968158355,0,Fazıl Kayıkçı Sokağı,residential,30.230302766282524
968158354,968158428,0,Fildamı Sokağı,residential,69.33120044193458
968158355,968158356,0,Fazıl Kayıkçı Sokağı,residential,18.554680167837592
968158355,968158354,0,Fazıl Kayıkçı Sokağı,residential,30.230302766282524
968158355,968158359,0,Gencer Sokağı,residential,64.06208258262888
968158356,968158358,0,Fazıl Kayıkçı Sokağı,residential,64.36552679745135
968158356,968158355,0,Fazıl Kayıkçı Sokağı,residential,18.554680167837592
968158356,968158421,0,,residential,67.24859180521831
968158358,968158356,0,Fazıl Kayıkçı Sokağı,residential,64.36552679745135
968158358,968158362,0,,residential,82.78007096529323
968158359,968158688,0,,residential,49.890851091675444
968158359,968158355,0,Gencer Sokağı,residential,64.06208258262888
968158362,968158364,0,,residential,38.85685936708802
968158362,968158359,0,,residential,21.61673564713899
968158364,968158362,0,,residential,38.85685936708802
968158364,968158370,0,,residential,80.39457836061038
968158364,968158304,0,,residential,123.2598722796637
968158370,968158688,0,Fildamı Sokağı,residential,42.47702469925832
968158370,968158364,0,,residential,80.39457836061038
968158378,968158304,0,,residential,62.4469653173284
968158378,968158419,0,Ekrem Kurt Bulvarı,primary,80.59419805361158
968158406,968158407,0,,residential,105.76308708270483
968158406,967090084,0,Ekrem Kurt Bulvarı,primary,170.50804677554115
968158407,968158415,0,,residential,84.26990994968013
968158407,968158411,0,,residential,55.4060095690703
968158407,968158406,0,,residential,105.76308708270483
968158411,968158407,0,,residential,55.4060095690703
968158411,968158358,0,,residential,38.922207410629355
968158415,968158416,0,,residential,107.41745730925057
968158415,968158407,0,,residential,84.26990994968013
968158415,968158419,0,,residential,140.78080742613562
968158416,968158415,0,,residential,107.41745730925057
968158416,968158406,0,Ekrem Kurt Bulvarı,primary,69.91544390131047
968158419,968158416,0,Ekrem Kurt Bulvarı,primary,31.402327521044967
968158419,968158415,0,,residential,140.78080742613562
968158421,968158348,0,,residential,44.86632520381942
968158421,968158428,0,Fildamı Sokağı,residential,16.60064628521083
968158421,968158356,0,,residential,67.24859180521831
968158424,968158451,0,,residential,24.207221119318536
968158424,968158348,0,,residential,58.13803597850516
968158424,968158455,0,,residential,184.7992786262371
968158426,968158428,0,Fildamı Sokağı,residential,29.317513125904377
968158426,968158222,0,Cami Sokağı,residential,43.79191825730307
968158426,968158449,0,Cami Sokağı,residential,117.616387904379
968158428,968158421,0,Fildamı Sokağı,residential,16.60064628521083
968158428,968158426,0,Fildamı Sokağı,residential,29.317513125904377
968158434,968158435,0,Rahmi Paşa Sokağı,residential,68.8521436663554
968158434,968158621,0,İsmail Erez Bulvarı,tertiary,70.53134054079547
968158435,968158434,0,Rahmi Paşa Sokağı,residential,68.8521436663554
968158435,968158441,0,,tertiary,8.014987794251937
968158435,968158622,0,,tertiary,75.26064611364448
968158439,968158311,0,,residential,45.606433319883614
968158439,968158370,0,Fildamı Sokağı,residential,76.12510852907621
968158439,968158308,0,,residential,116.78752359406712
968158441,968158310,0,,tertiary,32.09068278862927
968158441,968158435,0,,tertiary,8.014987794251937
968158441,2368203153,0,Fildamı Sokağı,residential,30.391272618756588
968158446,968158448,0,Cami Sokağı,residential,109.58270781522283
968158446,968158769,0,,tertiary,29.064119804461697
968158446,968158328,0,,tertiary,43.31949214825542
968158448,968158325,0,,residential,40.99824061220372
968158448,968158311,0,,residential,42.132884614512086
968158448,968158449,0,Cami Sokağı,residential,124.0629759879671
968158449,968158448,0,Cami Sokağı,residential,124.0629759879671
968158449,968158321,0,,residential,71.3486970179114
968158449,968158426,0,Cami Sokağı,residential,117.616387904379
968158451,968158222,0,Cami Sokağı,residential,59.47265575395424
968158451,968158424,0,,residential,24.207221119318536
968158451,968158314,0,,residential,109.835475079422
968158451,967089977,0,Referans Bakıköy,residential,164.2694196457706
968158455,968158456,0,,residential,11.05246719025338
968158455,968158424,0,,residential,184.79927862623714
968158455,968158659,0,,residential,30.4230486960512
968158456,968158455,0,,residential,11.05246719025338
968158456,968158344,0,,residential,109.58465081970279
968158621,968158622,0,Rahmi Apak Sokağı,residential,89.2246356118691
968158621,968158962,0,İsmail Eres Bulvarı,tertiary,25.709096611564846
968158622,968158621,0,Rahmi Apak Sokağı,residential,89.2246356118691
968158622,968158435,0,,tertiary,75.26064611364447
968158637,968158646,0,Aralık Başı Sokağı,residential,24.277506992231775
968158637,968158325,0,,residential,91.28563812697642
968158637,968158267,0,Aralık Başı Sokağı,residential,59.20156077297432
968158642,968158267,0,Aralık Başı Sokağı,residential,94.10459278563758
968158642,968158736,0,,residential,162.4163785196345
968158646,968158637,0,Aralık Başı Sokağı,residential,24.277506992231775
968158646,968158270,0,,tertiary,46.03070932878832
968158646,968158716,0,,tertiary,64.96685772974699
968158659,967089918,0,,residential,77.63120747665985
968158670,968158330,0,Fabrikalar Caddesi,residential,92.97312918821791
968158670,968158314,0,,residential,65.72779496290869
968158670,968158748,0,Fabrikalar Caddesi,residential,145.1432622502512
968158670,968158127,0,,residential,33.08518921041461
968158679,968158456,0,,residential,29.353505837620794
968158679,968158659,0,,residential,29.53232862972989
968158688,968158689,0,Fildamı Sokağı,residential,3.580465010160167
968158689,968158312,0,,residential,45.86557322060057
968158689,968158354,0,Fildamı Sokağı,residential,58.194863819595795
968158702,968158709,0,,primary_link,40.86658261257944
968158702,958136383,0,Çobançeşme Koşuyolu Bulvarı,primary,287.31257200401086
968158709,968158911,0,İsmail Erez Bulvarı,tertiary,43.51913937363448
968158709,968158715,0,Çobançeşme Koşuyolu Bulvarı,primary,65.78368430055313
968158715,968158139,0,Çobançeşme Koşuyolu Bulvarı,primary,26.581601679385603
968158715,3283907246,0,,primary_link,28.906436354660116
968158716,968158646,0,,tertiary,64.96685772974699
968158716,968158328,0,,tertiary,50.859674926510095
968158722,968158716,0,Kireçocağı Yolu Sokağı,residential,251.5059542230781
968158733,968158250,0,Fabrikalar Caddesi,residential,29.722845462738697
968158733,968158276,0,Suna Sokağı,residential,110.27149796980703
968158733,968158270,0,,tertiary,151.4561095179027
968158733,968158722,0,Fabrikalar Caddesi,residential,197.26970601983172
968158736,968158250,0,Fabrikalar Caddesi,residential,16.314004270029088
968158736,968158193,0,Fabrikalar Caddesi,residential,42.273229066759576
968158748,968172593,0,Tez Sokağı,tertiary,45.196077453610734
968158748,967089977,0,Tez Sokağı,tertiary,118.56218955413861
968158748,968158670,0,Fabrikalar Caddesi,residential,145.1432622502512
968158769,968158802,0,Fırın Sokağı,residential,62.05730166798792
968158769,968158446,0,,tertiary,29.064119804461697
968158769,968158310,0,,tertiary,18.923757217657183
968158802,968158769,0,Fırın Sokağı,residential,62.05730166798792
968158802,968158804,0,,tertiary_link,10.413005259566473
968158802,968158434,0,İsmail Erez Bulvarı,tertiary,64.29982194879639
968158804,968158802,0,,tertiary_link,10.413005259566473
968158804,11826403684,0,İsmail Erez Bulvarı,tertiary,311.2840338182974
968158804,968158813,0,,residential,144.8721836310318
968158813,968158813,0,,residential,105.05866912635975
968158813,968158813,1,,residential,105.05866912635975
968158813,968158804,0,,residential,144.8721836310318
968158835,11932587431,0,İsmail Erez Bulvarı,residential,7.235695301084361
968158835,968158802,0,İsmail Erez Bulvarı,tertiary,340.7217766253549
968158911,968158804,0,İsmail Erez Bulvarı,tertiary,193.96329417367838
968158962,968158715,0,İsmail Eres Bulvarı,tertiary,82.77125633576136
968158962,968158911,0,,tertiary_link,86.18648481349403
968172095,968172096,0,,residential,53.44086308369903
968172096,968172095,0,,residential,53.44086308369903
968172096,958702679,0,Terakki Caddesi,tertiary,19.943612551544966
968172096,958702747,0,Terakki Caddesi,tertiary,73.64655670071002
968172099,968172101,0,Aksoy Sokağı,residential,97.52449905822075
968172101,968172103,0,Aksoy Sokağı,residential,35.191065490636255
968172101,968172099,0,Aksoy Sokağı,residential,97.52449905822075
968172101,967089934,0,Talat Artemel Sokağı,residential,133.74010055775506
968172103,968172101,0,Aksoy Sokağı,residential,35.191065490636255
968172103,968172699,0,Akın Yolu Sokağı,residential,38.86560254724904
968172103,968172111,0,Akın Yolu Sokağı,residential,36.273049151974334
968172107,6367407135,0,,residential,69.84375300304089
968172107,2382892085,0,,residential,28.759083624884447
968172107,2382892086,0,,residential,28.66862658234408
968172111,2382892085,0,Dost Sokağı,residential,126.33481400750233
968172111,968172103,0,Akın Yolu Sokağı,residential,36.273049151974334
968172111,968172676,0,Akın Yolu Sokağı,residential,82.99262413491529
968172533,968172689,0,Buhar Sokak,residential,83.8651971609081
968172533,968172706,0,Buhar Sokak,residential,57.71614691536617
968172533,968172703,0,,residential,95.86309471456806
968172539,968172545,0,,residential,59.17427504913487
968172545,968172539,0,,residential,59.17427504913487
968172545,968172602,0,,residential,133.57486616206762
968172545,968172594,0,,residential,56.42509628700532
968172551,968158137,0,,residential,61.31681325759835
968172558,958702760,0,,residential,41.21855397639951
968172559,968172560,0,,residential,20.160436594197325
968172560,958702676,0,,tertiary,69.24249204020636
968172560,968172559,0,,residential,20.160436594197325
968172560,958702679,0,,tertiary,63.504146561406415
968172593,968158125,0,Tez Sokağı,tertiary,45.622281655004976
968172593,968158748,0,Tez Sokağı,tertiary,45.196077453610734
968172593,968172594,0,,residential,82.25931739020292
968172594,968172618,0,Kendirli Sokağı,residential,113.22411545591528
968172594,968172545,0,,residential,56.42509628700532
968172594,968172593,0,,residential,82.25931739020292
968172602,968172639,0,,residential,41.550868740730486
968172602,968172610,0,,residential,107.09181460099461
968172602,968172545,0,,residential,133.57486616206762
968172610,968172851,0,Terakki Caddesi,tertiary,14.035947993622841
968172610,958702747,0,Terakki Caddesi,tertiary,37.89741844422353
968172610,968172602,0,,residential,107.09181460099461
968172618,968172594,0,Kendirli Sokağı,residential,113.22411545591528
968172618,968172676,0,Akın Yolu Sokağı,residential,28.82035051345307
968172618,967089977,0,Akın Yolu Sokağı,residential,123.56315847442862
968172628,968172629,0,Yayla Dağı Sokağı,residential,25.755963691173715
968172629,968172628,0,Yayla Dağı Sokağı,residential,25.755963691173715
968172629,968172630,0,Yayla Dağı Sokağı,residential,33.30917372314746
968172629,968172670,0,,residential,45.463931678961345
968172630,968172657,0,Yıldıztepe Sokağı,residential,94.7863317832623
968172630,968172629,0,Yayla Dağı Sokağı,residential,33.30917372314746
968172630,968172656,0,Yıldıztepe Sokağı,residential,43.94998159089395
968172639,968172602,0,,residential,41.550868740730486
968172652,968172653,0,,residential,43.1605743518187
968172653,968172652,0,,residential,43.1605743518187
968172653,968172713,0,,residential,27.79730819606719
968172653,2382892059,0,,residential,61.30356092331216
968172656,968172673,0,,residential,29.109293515731324
968172656,968172630,0,Yıldıztepe Sokağı,residential,43.94998159089395
968172656,968172670,0,,residential,30.455546793500012
968172657,968172630,0,Yıldıztepe Sokağı,residential,94.7863317832623
968172657,2382892060,0,Boztepe Sokağı,residential,5.648864637814572
968172657,968172702,0,Boztepe Sokağı,residential,11.709013625439038
968172670,2382892091,0,,residential,31.680963309063653
968172670,968172656,0,,residential,30.455546793500016
968172670,968172629,0,,residential,45.463931678961345
968172673,968172656,0,,residential,29.109293515731324
968172673,968172676,0,,residential,75.86925148983278
968172673,968172678,0,Karlıtepe Sokağı,residential,140.3505073462548
968172676,968172673,0,,residential,75.86925148983278
968172676,968172111,0,Akın Yolu Sokağı,residential,82.99262413491529
968172676,968172618,0,Akın Yolu Sokağı,residential,28.82035051345307
968172678,968172702,0,Boztepe Sokağı,residential,18.540493194691813
968172678,968172673,0,Karlıtepe Sokağı,residential,140.3505073462548
968172678,2382892059,0,Boztepe Sokağı,residential,42.108760466086295
968172683,968172684,0,Gülay Sokağı,residential,89.61981973684011
968172683,968172778,0,Bitişik Bağlar Sokağı,residential,47.95105667830792
968172683,968172782,0,Bitişik Bağlar Sokağı,residential,41.1691766023325
968172684,968172683,0,Gülay Sokağı,residential,89.61981973684011
968172684,966218420,0,,tertiary,9.396977209517368
968172684,968172800,0,Koşuyolu Caddesi,tertiary,59.1129558172251
968172687,968172870,0,Terakki Caddesi,tertiary,18.035978207020534
968172687,968172689,0,,residential,47.2015483598456
968172687,968172837,0,Terakki Caddesi,tertiary,39.763826693318535
968172689,968172687,0,,residential,47.2015483598456
968172689,968172766,0,Buhar Sokak,residential,183.8595824348609
968172689,968172533,0,Buhar Sokak,residential,83.86519716090808
968172699,2382892059,0,Boztepe Sokağı,residential,44.18481557969473
968172699,968172103,0,Akın Yolu Sokağı,residential,38.86560254724904
968172699,968172791,0,Akın Yolu Sokağı,residential,53.48890113674568
968172702,968172657,0,Boztepe Sokağı,residential,11.709013625439038
968172702,968172678,0,Boztepe Sokağı,residential,18.540493194691813
968172702,968172713,0,,residential,32.717103087521174
968172703,2382892060,0,Boztepe Sokağı,residential,37.968599254130275
968172703,968172533,0,,residential,95.86309471456806
968172703,968172706,0,Boztepe Sokağı,residential,75.24577443512266
968172706,968172533,0,Buhar Sokak,residential,57.71614691536617
968172706,968172769,0,Buhar Sokak,residential,116.933310006228
968172706,968172703,0,Boztepe Sokağı,residential,75.24577443512266
968172713,968172702,0,,residential,32.717103087521174
968172713,968172653,0,,residential,27.79730819606719
968172713,2382892011,0,,residential,105.05073096145816
968172713,2382892060,0,,residential,42.70615855235539
968172726,2382907935,0,Barbaros Sokağı,residential,73.43501463149505
968172730,968172851,0,Terakki Caddesi,tertiary,47.7099277314836
968172730,968172870,0,Terakki Caddesi,tertiary,46.32555160343569
968172730,2382907936,0,Ulubatlı Sokağı,living_street,44.33416996828781
968172742,968172827,0,Ülkü Sokağı,residential,8.504907582108913
968172742,968172754,0,Umut Sokağı,residential,183.7197564785981
968172754,968172979,0,Ülkü Sokağı,residential,25.846379142606633
968172754,968172742,0,Umut Sokağı,residential,183.71975647859807
968172763,968172947,0,Terakki Caddesi,tertiary,23.529302339264593
968172763,968172766,0,Bitişik Bağlar Sokağı,residential,80.09642488346152
968172763,966218477,0,Terakki Caddesi,tertiary,108.33287082262994
968172766,959578607,0,Buhar Sokak,residential,105.87258062909034
968172766,968172769,0,Bitişik Bağlar Sokağı,residential,87.05600392977837
968172766,968172763,0,Bitişik Bağlar Sokağı,residential,80.09642488346152
968172766,968172689,0,Buhar Sokak,residential,183.85958243486087
968172769,967089837,0,Buhar Sokak,residential,101.96935381210038
968172769,2382892011,0,Bitişik Bağlar Sokağı,residential,81.15362698819291
968172769,968172766,0,Bitişik Bağlar Sokağı,residential,87.05600392977837
968172769,968172706,0,Buhar Sokak,residential,116.933310006228
968172778,968172683,0,Bitişik Bağlar Sokağı,residential,47.95105667830792
968172778,2382892011,0,Bitişik Bağlar Sokağı,residential,4.153093329193016
968172778,968172800,0,Yalçın Sokağı,residential,93.23271654348731
968172782,2382892013,0,,residential,33.8625168618738
968172782,968172791,0,Bitişik Bağlar Sokağı,residential,46.330834450098735
968172782,968172683,0,Bitişik Bağlar Sokağı,residential,41.1691766023325
968172791,2382892013,0,Akın Yolu Sokağı,residential,32.740398673707645
968172791,968172782,0,Bitişik Bağlar Sokağı,residential,46.330834450098735
968172791,968172699,0,Akın Yolu Sokağı,residential,53.48890113674568
968172800,968172778,0,Yalçın Sokağı,residential,93.23271654348731
968172800,2382892008,0,,tertiary,8.301539002272445
968172800,967089832,0,Koşuyolu Caddesi,tertiary,71.89716785011393
968172815,968172816,0,Ömür Sokağı,residential,128.05242051031837
968172815,968172945,0,Seri Evler Sokağı,residential,17.223448524923796
968172815,968172943,0,Seri Evler Sokağı,residential,49.888673315453616
968172816,968172818,0,Ömür Sokağı,residential,40.95982586934565
968172816,968172815,0,Ömür Sokağı,residential,128.05242051031837
968172816,968172837,0,Piyalepaşa Sokağı,living_street,117.73530498861408
968172818,968172827,0,Ömür Sokağı,residential,76.94206919765757
968172818,968172816,0,Ömür Sokağı,residential,40.95982586934565
968172818,968172847,0,Muradım Sokağı,living_street,45.83717968513217
968172827,968172818,0,Ömür Sokağı,residential,76.94206919765757
968172827,968172860,0,Ülkü Sokağı,residential,45.25753458544656
968172837,968172687,0,Terakki Caddesi,tertiary,39.763826693318535
968172837,968172947,0,Terakki Caddesi,tertiary,127.0076228265655
968172837,968172816,0,Piyalepaşa Sokağı,living_street,117.73530498861408
968172847,968172818,0,Muradım Sokağı,living_street,45.83717968513217
968172847,968172979,0,,residential,73.20226633857752
968172851,968172610,0,Terakki Caddesi,tertiary,14.035947993622841
968172851,968172730,0,Terakki Caddesi,tertiary,47.7099277314836
968172860,968172726,0,Barbaros Sokağı,residential,19.25994159043015
968172860,968172851,0,Barbaros Sokağı,residential,115.1926915003047
968172870,968172730,0,Terakki Caddesi,tertiary,46.32555160343569
968172870,968172687,0,Terakki Caddesi,tertiary,18.035978207020534
968172892,968172894,0,Şeker Sokağı,living_street,84.56673484749116
968172894,968172892,0,Şeker Sokağı,living_street,84.56673484749116
968172894,968172984,0,Kormaç Sokağı,residential,41.545259048544445
968172898,968172900,0,Ahmet Yolaç Sokağı,living_street,101.76540983122837
968172900,968172898,0,Ahmet Yolaç Sokağı,living_street,101.76540983122837
968172900,968172909,0,Kormaç Sokağı,residential,45.4676728329763
968172909,968172913,0,Milas Sokağı,living_street,69.46091890942581
968172909,968172894,0,Kormaç Sokağı,residential,27.292562393998043
968172913,968172909,0,Milas Sokağı,living_street,69.46091890942581
968172913,968172945,0,Pancarlı Sokağı,living_street,97.56258956846666
968172913,968172990,0,Pancarlı Sokağı,living_street,86.50779555489551
968172920,968172929,0,Şehit Üsteğmen Tarık Koçoğlu Sokak,residential,157.4747946519752
968172929,968172943,0,"['Şehit Üsteğmen Tarık Koçoğlu Sokak', 'Seri Evler Sokağı']",residential,74.41626886978236
968172929,968172920,0,Şehit Üsteğmen Tarık Koçoğlu Sokak,residential,157.4747946519752
968172943,968172900,0,Kormaç Sokağı,residential,54.164541387927564
968172943,968172815,0,Seri Evler Sokağı,residential,49.888673315453616
968172943,968172847,0,,residential,166.189214595333
968172943,968172929,0,"['Şehit Üsteğmen Tarık Koçoğlu Sokak', 'Seri Evler Sokağı']",residential,74.41626886978236
968172945,968172947,0,Seri Evler Sokağı,residential,93.10211995317988
968172945,968172815,0,Seri Evler Sokağı,residential,17.223448524923796
