osmid,lat,lon
959578789,40.9745612,28.8659339
959578808,40.9766019,28.8662688
959578819,40.9747529,28.8663184
959578822,40.9752804,28.8661797
959578844,40.9758517,28.8646109
959578859,40.9759012,28.8662277
959578875,40.9756178,28.8666305
959578899,40.9753886,28.8674678
959578908,40.9742034,28.8736041
959578941,40.9747432,28.8659902
959578952,40.9741995,28.8661139
959578957,40.9742705,28.8664218
966218396,40.9828857,28.8790026
966218398,40.9830141,28.8798271
966218399,40.9831113,28.8804789
966218402,40.9833154,28.8810788
966218403,40.9827344,28.8781522
966218404,40.9827948,28.8789961
966218405,40.9845531,28.8805913
966218408,40.984746,28.8779983
966218411,40.9841603,28.87739
966218412,40.9834619,28.87724
966218413,40.9829432,28.8770674
966218414,40.9823088,28.8768966
966218415,40.986999,28.8818771
966218420,40.985776,28.8798172
966218423,40.9854373,28.8783531
966218424,40.9835022,28.8815866
966218426,40.9836875,28.8796731
966218428,40.9837236,28.8788983
966218430,40.9817581,28.8801378
966218431,40.9815634,28.879126
966218439,40.9836997,28.8780217
966218440,40.9840186,28.8747317
966218449,40.9836554,28.875939
966218450,40.9835769,28.8764312
966218451,40.9835259,28.8767947
966218452,40.9834095,28.877485
966218453,40.9822471,28.8772626
966218454,40.9823694,28.8764745
966218455,40.9824762,28.8760915
966218459,40.9828638,28.8756844
966218460,40.9830117,28.8766384
966218461,40.9830692,28.8762695
966218462,40.9831439,28.8757936
966218463,40.9842153,28.876637
966218464,40.9843056,28.8766637
966218465,40.9798081,28.8774955
966218466,40.9798326,28.8779296
966218467,40.9798584,28.8784739
966218468,40.9803967,28.8778651
966218469,40.9843577,28.8759694
966218470,40.9842883,28.8770103
966218471,40.9842527,28.8777391
966218472,40.9841082,28.8779391
966218474,40.9841407,28.877659
966218475,40.9842644,28.875967
966218476,40.985419,28.8781552
966218477,40.985252,28.8759919
966218478,40.9772579,28.8817627
966218479,40.9783865,28.8822048
966218480,40.9789589,28.8819777
966218484,40.9810889,28.8824774
966218485,40.9809302,28.8818361
966218486,40.9808158,28.8814012
966218489,40.9804745,28.8789346
966218491,40.980382,28.8774247
966218492,40.9804297,28.8783776
966218493,40.9766937,28.8763927
966218494,40.977963,28.8762339
966218495,40.9770636,28.8802339
966218498,40.9759658,28.8764091
966218499,40.9760332,28.8772148
966218500,40.9760732,28.8779253
966218501,40.9761082,28.8785635
966218502,40.9761427,28.8790868
966218503,40.9756265,28.8791662
966218504,40.9771381,28.8787946
966218505,40.9783943,28.8803295
966218507,40.9782276,28.8792416
966218508,40.9786474,28.8783132
966218509,40.9779179,28.8783704
966218510,40.9771262,28.8784502
966218511,40.9766242,28.8785035
966218514,40.9752511,28.87798
966218516,40.9770627,28.8770501
966218521,40.9748431,28.8773394
966218523,40.9755166,28.8772778
966218526,40.9779018,28.8755898
966218528,40.9770837,28.8777922
966218530,40.977155,28.8790911
966218534,40.9774609,28.8807518
966218537,40.9781765,28.8813301
966218539,40.9788417,28.8810574
966218543,40.9814991,28.8782709
966218547,40.9845405,28.8778834
966218548,40.9853768,28.8782246
966218549,40.9786678,28.8786193
966218550,40.9795007,28.878528
966218553,40.9777366,28.8792483
966218554,40.9779439,28.8792486
966218555,40.9787004,28.8792301
966218556,40.9778967,28.8777014
966218558,40.9785792,28.8770281
966218559,40.9793768,28.876938
966218561,40.9804954,28.8769119
966218562,40.9803907,28.8758639
966218563,40.9809611,28.8773699
966218564,40.9794308,28.8775421
966218565,40.9786139,28.8776331
966218566,40.9765755,28.8778589
966218568,40.9749488,28.8780766
966218569,40.9803174,28.8815679
966218570,40.9804479,28.8820313
966218571,40.9806073,28.8826982
966218572,40.9808748,28.8837921
966218573,40.9804661,28.8841058
966218574,40.9802364,28.8833994
966218576,40.9801103,28.8829017
966218577,40.979925,28.8822534
966218581,40.9795953,28.8796355
966218582,40.9792962,28.8756144
966218583,40.9795422,28.8838766
966218584,40.9787251,28.879771
966218591,40.9816506,28.8847378
966218603,40.9818249,28.8844619
966218614,40.9791209,28.8826546
966218615,40.9814132,28.8816561
966218617,40.9816546,28.8832124
966218618,40.9798656,28.8845376
966218620,40.9789674,28.8820263
966218622,40.9813299,28.8811851
966218627,40.9828928,28.8757188
966218637,40.9779851,28.8805234
